,PM10_1
6107,20.0
6108,20.0
6109,28.0
6110,30.0
6111,23.0
6112,17.0
6113,20.0
6114,24.0
6115,24.0
6116,24.0
6117,24.0
6118,24.0
6119,25.0
6120,31.0
6121,26.0
6122,25.0
6123,23.0
6124,24.0
6125,22.0
6126,27.0
6127,33.0
6128,42.0
6129,41.0
6130,40.0
6131,42.0
6132,48.0
6133,46.0
6134,43.0
6135,33.0
6136,33.0
6137,27.0
6138,27.0
6139,24.0
6140,25.0
6141,26.0
6142,27.0
6143,26.0
6144,28.0
6145,25.0
6146,28.0
6147,29.0
6148,34.0
6149,29.0
6150,30.0
6151,32.0
6152,36.0
6153,38.92593020568523
6154,38.92593020568523
6155,27.0
6156,36.0
6157,47.0
6158,70.0
6159,68.0
6160,62.0
6161,53.0
6162,48.0
6163,52.0
6164,52.0
6165,40.0
6166,36.0
6167,33.0
6168,33.0
6169,32.0
6170,47.0
6171,53.0
6172,50.0
6173,35.0
6174,28.0
6175,28.0
6176,27.0
6177,16.0
6178,14.0
6179,13.0
6180,17.0
6181,15.0
6182,14.0
6183,14.0
6184,13.0
6185,13.0
6186,12.0
6187,12.0
6188,11.0
6189,10.0
6190,11.0
6191,10.0
6192,10.0
6193,7.0
6194,8.0
6195,7.0
6196,7.0
6197,6.0
6198,9.0
6199,11.0
6200,10.0
6201,6.0
6202,5.0
6203,9.0
6204,9.0
6205,8.0
6206,10.0
6207,11.0
6208,10.0
6209,14.0
6210,16.0
6211,12.0
6212,11.0
6213,12.0
6214,11.0
6215,9.0
6216,9.0
6217,8.0
6218,9.0
6219,9.0
6220,10.0
6221,10.0
6222,12.0
6223,13.0
6224,16.0
6225,15.0
6226,15.0
6227,17.0
6228,20.0
6229,17.0
6230,20.0
6231,21.0
6232,21.0
6233,19.0
6234,23.0
6235,24.0
6236,27.0
6237,30.0
6238,32.0
6239,28.0
6240,32.0
6241,28.0
6242,22.0
6243,10.0
6244,4.0
6245,5.0
6246,38.92593020568523
6247,9.0
6248,10.0
6249,7.0
6250,6.0
6251,14.0
6252,16.0
6253,14.0
6254,15.0
6255,12.0
6256,13.0
6257,13.0
6258,13.0
6259,16.0
6260,23.0
6261,34.0
6262,39.0
6263,36.0
6264,40.0
6265,37.0
6266,43.0
6267,38.0
6268,37.0
6269,37.0
6270,45.0
6271,31.0
6272,29.0
6273,34.0
6274,34.0
6275,37.0
6276,44.0
6277,51.0
6278,54.0
6279,42.0
6280,44.0
6281,39.0
6282,33.0
6283,36.0
6284,37.0
6285,34.0
6286,39.0
6287,41.0
6288,47.0
6289,41.0
6290,35.0
6291,37.0
6292,35.0
6293,33.0
6294,35.0
6295,35.0
6296,36.0
6297,40.0
6298,46.0
6299,44.0
6300,52.0
6301,51.0
6302,51.0
6303,50.0
6304,56.0
6305,64.0
6306,71.0
6307,74.0
6308,77.0
6309,72.0
6310,77.0
6311,79.0
6312,70.0
6313,50.0
6314,50.0
6315,46.0
6316,44.0
6317,38.0
6318,37.0
6319,35.0
6320,34.0
6321,36.0
6322,33.0
6323,38.0
6324,37.0
6325,27.0
6326,26.0
6327,27.0
6328,27.0
6329,27.0
6330,25.0
6331,21.0
6332,23.0
6333,24.0
6334,26.0
6335,14.0
6336,10.0
6337,10.0
6338,13.0
6339,12.0
6340,9.0
6341,9.0
6342,13.0
6343,18.0
6344,21.0
6345,21.0
6346,23.0
6347,23.0
6348,31.0
6349,17.0
6350,27.0
6351,37.0
6352,39.0
6353,35.0
6354,20.0
6355,16.0
6356,14.0
6357,15.0
6358,12.0
6359,12.0
6360,10.0
6361,9.0
6362,10.0
6363,9.0
6364,7.0
6365,8.0
6366,10.0
6367,9.0
6368,13.0
6369,19.0
6370,21.0
6371,20.0
6372,27.0
6373,30.0
6374,33.0
6375,19.0
6376,25.0
6377,27.0
6378,17.0
6379,18.0
6380,19.0
6381,19.0
6382,18.0
6383,17.0
6384,17.0
6385,17.0
6386,19.0
6387,17.0
6388,17.0
6389,16.0
6390,19.0
6391,22.0
6392,26.0
6393,25.0
6394,27.0
6395,26.0
6396,27.0
6397,27.0
6398,39.0
6399,49.0
6400,49.0
6401,46.0
6402,41.0
6403,39.0
6404,35.0
6405,31.0
6406,34.0
6407,33.0
6408,35.0
6409,38.0
6410,42.0
6411,47.0
6412,46.0
6413,38.0
6414,38.0
6415,41.0
6416,37.0
6417,35.0
6418,34.0
6419,31.0
6420,40.0
6421,39.0
6422,40.0
6423,37.0
6424,34.0
6425,26.0
6426,24.0
6427,25.0
6428,24.0
6429,21.0
6430,21.0
6431,22.0
6432,24.0
6433,26.0
6434,26.0
6435,17.0
6436,13.0
6437,16.0
6438,20.0
6439,18.0
6440,20.0
6441,18.0
6442,16.0
6443,14.0
6444,16.0
6445,20.0
6446,18.0
6447,19.0
6448,21.0
6449,24.0
6450,23.0
6451,17.0
6452,16.0
6453,15.0
6454,16.0
6455,15.0
6456,16.0
6457,15.0
6458,17.0
6459,17.0
6460,15.0
6461,13.0
6462,13.0
6463,16.0
6464,19.0
6465,20.0
6466,20.0
6467,19.0
6468,16.0
6469,17.0
6470,20.0
6471,20.0
6472,23.0
6473,26.0
6474,17.0
6475,16.0
6476,21.0
6477,23.0
6478,23.0
6479,20.0
6480,18.0
6481,18.0
6482,22.0
6483,18.0
6484,20.0
6485,17.0
6486,19.0
6487,19.0
6488,21.0
6489,22.0
6490,25.0
6491,32.0
6492,40.0
6493,24.0
6494,19.0
6495,20.0
6496,21.0
6497,24.0
6498,20.0
6499,17.0
6500,19.0
6501,20.0
6502,22.0
6503,21.0
6504,20.0
6505,19.0
6506,19.0
6507,20.0
6508,21.0
6509,20.0
6510,22.0
6511,23.0
6512,26.0
6513,25.0
6514,34.0
6515,29.0
6516,27.0
6517,25.0
6518,33.0
6519,41.0
6520,28.0
6521,36.0
6522,40.0
6523,33.0
6524,34.0
6525,32.0
6526,35.0
6527,32.0
6528,32.0
6529,36.0
6530,42.0
6531,42.0
6532,41.0
6533,40.0
6534,41.0
6535,44.0
6536,42.0
6537,38.0
6538,28.0
6539,14.0
6540,21.0
6541,25.0
6542,32.0
6543,32.0
6544,34.0
6545,31.0
6546,31.0
6547,34.0
6548,36.0
6549,34.0
6550,35.0
6551,34.0
6552,36.0
6553,31.0
6554,30.0
6555,31.0
6556,30.0
6557,28.0
6558,25.0
6559,26.0
6560,28.0
6561,30.0
6562,33.0
6563,28.0
6564,29.0
6565,29.0
6566,39.0
6567,40.0
6568,38.0
6569,39.0
6570,36.0
6571,28.0
6572,28.0
6573,27.0
6574,28.0
6575,27.0
6576,29.0
6577,28.0
6578,26.0
6579,24.0
6580,23.0
6581,20.0
6582,22.0
6583,23.0
6584,23.0
6585,26.0
6586,23.0
6587,20.0
6588,22.0
6589,20.0
6590,19.0
6591,21.0
6592,22.0
6593,19.0
6594,18.0
6595,17.0
6596,18.0
6597,14.0
6598,13.0
6599,13.0
6600,14.0
6601,12.0
6602,13.0
6603,11.0
6604,12.0
6605,11.0
6606,11.0
6607,12.0
6608,16.0
6609,14.0
6610,13.0
6611,12.0
6612,12.0
6613,14.0
6614,14.0
6615,12.0
6616,8.0
6617,6.0
6618,6.0
6619,4.0
6620,3.0
6621,3.0
6622,3.0
6623,3.0
6624,3.0
6625,3.0
6626,3.0
6627,3.0
6628,3.0
6629,3.0
6630,3.0
6631,4.0
6632,5.0
6633,5.0
6634,4.0
6635,8.0
6636,8.0
6637,8.0
6638,10.0
6639,10.0
6640,12.0
6641,17.0
6642,13.0
6643,10.0
6644,18.0
6645,16.0
6646,9.0
6647,8.0
6648,9.0
6649,7.0
6650,7.0
6651,9.0
6652,8.0
6653,9.0
6654,12.0
6655,11.0
6656,15.0
6657,15.0
6658,20.0
6659,21.0
6660,28.0
6661,28.0
6662,33.0
6663,31.0
6664,35.0
6665,31.0
6666,30.0
6667,32.0
6668,36.0
6669,30.0
6670,32.0
6671,35.0
6672,36.0
6673,34.0
6674,36.0
6675,35.0
6676,31.0
6677,28.0
6678,30.0
6679,27.0
6680,29.0
6681,32.0
6682,38.0
6683,33.0
6684,37.0
6685,49.0
6686,63.0
6687,60.0
6688,55.0
6689,49.0
6690,45.0
6691,38.0
6692,36.0
6693,36.0
6694,40.0
6695,43.0
6696,43.0
6697,52.0
6698,67.0
6699,48.0
6700,71.0
6701,48.0
6702,17.0
6703,11.0
6704,9.0
6705,13.0
6706,16.0
6707,16.0
6708,21.0
6709,18.0
6710,20.0
6711,18.0
6712,18.0
6713,20.0
6714,37.0
6715,34.0
6716,25.0
6717,38.0
6718,39.0
6719,19.0
6720,17.0
6721,20.0
6722,24.0
6723,27.0
6724,27.0
6725,25.0
6726,21.0
6727,22.0
6728,29.0
6729,26.0
6730,22.0
6731,23.0
6732,27.0
6733,25.0
6734,30.0
6735,28.0
6736,22.0
6737,19.0
6738,14.0
6739,9.0
6740,9.0
6741,8.0
6742,8.0
6743,9.0
6744,9.0
6745,12.0
6746,14.0
6747,11.0
6748,13.0
6749,14.0
6750,18.0
6751,17.0
6752,18.0
6753,18.0
6754,25.0
6755,22.0
6756,20.0
6757,19.0
6758,24.0
6759,22.0
6760,19.0
6761,16.0
6762,13.0
6763,12.0
6764,11.0
6765,11.0
6766,12.0
6767,12.0
6768,13.0
6769,13.0
6770,17.0
6771,17.0
6772,16.0
6773,12.0
6774,20.0
6775,22.0
6776,31.0
6777,31.0
6778,27.0
6779,28.0
6780,30.0
6781,32.0
6782,31.0
6783,26.0
6784,31.0
6785,26.0
6786,31.0
6787,29.0
6788,32.0
6789,33.0
6790,37.0
6791,27.0
6792,23.0
6793,24.0
6794,24.0
6795,23.0
6796,36.0
6797,27.0
6798,27.0
6799,29.0
6800,30.0
6801,27.0
6802,25.0
6803,34.0
6804,32.0
6805,31.0
6806,36.0
6807,40.0
6808,34.0
6809,31.0
6810,36.0
6811,38.0
6812,25.0
6813,21.0
6814,20.0
6815,17.0
6816,17.0
6817,18.0
6818,18.0
6819,15.0
6820,18.0
6821,20.0
6822,25.0
6823,28.0
6824,30.0
6825,33.0
6826,35.0
6827,35.0
6828,35.0
6829,33.0
6830,34.0
6831,33.0
6832,32.0
6833,29.0
6834,29.0
6835,30.0
6836,29.0
6837,32.0
6838,32.0
6839,32.0
6840,43.0
6841,45.0
6842,46.0
6843,38.0
6844,30.0
6845,33.0
6846,33.0
6847,30.0
6848,24.0
6849,38.92593020568523
6850,38.92593020568523
6851,38.92593020568523
6852,30.0
6853,33.0
6854,38.0
6855,36.0
6856,35.0
6857,27.0
6858,25.0
6859,31.0
6860,38.0
6861,34.0
6862,39.0
6863,35.0
6864,38.0
6865,39.0
6866,40.0
6867,37.0
6868,24.0
6869,19.0
6870,17.0
6871,14.0
6872,15.0
6873,15.0
6874,19.0
6875,16.0
6876,20.0
6877,18.0
6878,18.0
6879,21.0
6880,23.0
6881,22.0
6882,22.0
6883,19.0
6884,16.0
6885,17.0
6886,16.0
6887,14.0
6888,17.0
6889,15.0
6890,16.0
6891,30.0
6892,16.0
6893,14.0
6894,16.0
6895,16.0
6896,17.0
6897,14.0
6898,24.0
6899,20.0
6900,24.0
6901,31.0
6902,31.0
6903,26.0
6904,25.0
6905,19.0
6906,16.0
6907,17.0
6908,17.0
6909,15.0
6910,15.0
6911,14.0
6912,18.0
6913,17.0
6914,17.0
6915,17.0
6916,17.0
6917,17.0
6918,17.0
6919,17.0
6920,18.0
6921,15.0
6922,10.0
6923,15.0
6924,20.0
6925,16.0
6926,17.0
6927,21.0
6928,36.0
6929,29.0
6930,9.0
6931,7.0
6932,12.0
6933,17.0
6934,16.0
6935,16.0
6936,16.0
6937,15.0
6938,16.0
6939,15.0
6940,16.0
6941,12.0
6942,14.0
6943,15.0
6944,15.0
6945,11.0
6946,10.0
6947,8.0
6948,9.0
6949,14.0
6950,14.0
6951,10.0
6952,12.0
6953,9.0
6954,7.0
6955,7.0
6956,8.0
6957,9.0
6958,10.0
6959,9.0
6960,10.0
6961,10.0
6962,10.0
6963,10.0
6964,12.0
6965,7.0
6966,8.0
6967,9.0
6968,13.0
6969,9.0
6970,11.0
6971,9.0
6972,10.0
6973,10.0
6974,14.0
6975,12.0
6976,14.0
6977,13.0
6978,16.0
6979,20.0
6980,18.0
6981,9.0
6982,7.0
6983,9.0
6984,11.0
6985,8.0
6986,10.0
6987,9.0
6988,10.0
6989,7.0
6990,12.0
6991,14.0
6992,19.0
6993,15.0
6994,17.0
6995,18.0
6996,21.0
6997,9.0
6998,7.0
6999,13.0
7000,14.0
7001,14.0
7002,19.0
7003,16.0
7004,15.0
7005,13.0
7006,13.0
7007,15.0
7008,16.0
7009,16.0
7010,14.0
7011,13.0
7012,13.0
7013,14.0
7014,11.0
7015,13.0
7016,17.0
7017,20.0
7018,15.0
7019,19.0
7020,22.0
7021,23.0
7022,22.0
7023,22.0
7024,17.0
7025,20.0
7026,21.0
7027,27.0
7028,30.0
7029,27.0
7030,25.0
7031,20.0
7032,24.0
7033,21.0
7034,24.0
7035,21.0
7036,19.0
7037,15.0
7038,17.0
7039,20.0
7040,23.0
7041,22.0
7042,17.0
7043,14.0
7044,14.0
7045,14.0
7046,16.0
7047,14.0
7048,15.0
7049,18.0
7050,18.0
7051,16.0
7052,20.0
7053,23.0
7054,24.0
7055,17.0
7056,17.0
7057,16.0
7058,18.0
7059,15.0
7060,16.0
7061,16.0
7062,19.0
7063,18.0
7064,19.0
7065,19.0
7066,16.0
7067,23.0
7068,15.0
7069,17.0
7070,16.0
7071,19.0
7072,28.0
7073,30.0
7074,33.0
7075,30.0
7076,32.0
7077,30.0
7078,25.0
7079,25.0
7080,21.0
7081,19.0
7082,20.0
7083,20.0
7084,22.0
7085,20.0
7086,24.0
7087,24.0
7088,24.0
7089,29.0
7090,32.0
7091,25.0
7092,28.0
7093,24.0
7094,30.0
7095,25.0
7096,28.0
7097,21.0
7098,28.0
7099,38.0
7100,38.0
7101,36.0
7102,32.0
7103,30.0
7104,24.0
7105,21.0
7106,23.0
7107,22.0
7108,21.0
7109,22.0
7110,24.0
7111,23.0
7112,24.0
7113,24.0
7114,24.0
7115,20.0
7116,23.0
7117,22.0
7118,24.0
7119,17.0
7120,17.0
7121,21.0
7122,21.0
7123,27.0
7124,21.0
7125,19.0
7126,21.0
7127,21.0
7128,21.0
7129,19.0
7130,19.0
7131,20.0
7132,20.0
7133,16.0
7134,16.0
7135,13.0
7136,12.0
7137,17.0
7138,16.0
7139,16.0
7140,18.0
7141,18.0
7142,20.0
7143,20.0
7144,19.0
7145,21.0
7146,21.0
7147,24.0
7148,24.0
7149,21.0
7150,38.92593020568523
7151,19.0
7152,19.0
7153,18.0
7154,18.0
7155,18.0
7156,19.0
7157,16.0
7158,19.0
7159,16.0
7160,14.0
7161,17.0
7162,17.0
7163,17.0
7164,20.0
7165,19.0
7166,22.0
7167,19.0
7168,21.0
7169,21.0
7170,24.0
7171,18.0
7172,19.0
7173,19.0
7174,20.0
7175,19.0
7176,20.0
7177,19.0
7178,21.0
7179,21.0
7180,21.0
7181,20.0
7182,21.0
7183,19.0
7184,21.0
7185,22.0
7186,22.0
7187,20.0
7188,21.0
7189,21.0
7190,22.0
7191,40.0
7192,40.0
7193,29.0
7194,29.0
7195,29.0
7196,23.0
7197,25.0
7198,27.0
7199,27.0
7200,25.0
7201,18.0
7202,18.0
7203,16.0
7204,14.0
7205,15.0
7206,16.0
7207,20.0
7208,24.0
7209,24.0
7210,29.0
7211,28.0
7212,32.0
7213,32.0
7214,43.0
7215,45.0
7216,36.0
7217,36.0
7218,46.0
7219,47.0
7220,47.0
7221,41.0
7222,39.0
7223,39.0
7224,37.0
7225,41.0
7226,53.0
7227,50.0
7228,49.0
7229,41.0
7230,37.0
7231,38.0
7232,41.0
7233,56.0
7234,57.0
7235,52.0
7236,59.0
7237,51.0
7238,44.0
7239,39.0
7240,35.0
7241,32.0
7242,28.0
7243,23.0
7244,23.0
7245,21.0
7246,20.0
7247,21.0
7248,23.0
7249,21.0
7250,20.0
7251,20.0
7252,21.0
7253,25.0
7254,32.0
7255,28.0
7256,29.0
7257,29.0
7258,38.92593020568523
7259,38.92593020568523
7260,25.0
7261,33.0
7262,30.0
7263,30.0
7264,27.0
7265,25.0
7266,24.0
7267,22.0
7268,21.0
7269,19.0
7270,21.0
7271,16.0
7272,14.0
7273,14.0
7274,17.0
7275,16.0
7276,18.0
7277,17.0
7278,17.0
7279,18.0
7280,25.0
7281,23.0
7282,25.0
7283,28.0
7284,31.0
7285,30.0
7286,28.0
7287,29.0
7288,30.0
7289,22.0
7290,16.0
7291,15.0
7292,17.0
7293,20.0
7294,24.0
7295,22.0
7296,23.0
7297,23.0
7298,24.0
7299,21.0
7300,20.0
7301,20.0
7302,24.0
7303,26.0
7304,29.0
7305,26.0
7306,27.0
7307,31.0
7308,30.0
7309,28.0
7310,32.0
7311,30.0
7312,31.0
7313,30.0
7314,24.0
7315,22.0
7316,19.0
7317,15.0
7318,13.0
7319,11.0
7320,12.0
7321,10.0
7322,11.0
7323,10.0
7324,12.0
7325,13.0
7326,13.0
7327,13.0
7328,15.0
7329,9.0
7330,9.0
7331,10.0
7332,8.0
7333,11.0
7334,14.0
7335,14.0
7336,16.0
7337,15.0
7338,20.0
7339,18.0
7340,16.0
7341,15.0
7342,18.0
7343,20.0
7344,19.0
7345,17.0
7346,19.0
7347,18.0
7348,18.0
7349,15.0
7350,15.0
7351,16.0
7352,19.0
7353,16.0
7354,16.0
7355,20.0
7356,21.0
7357,21.0
7358,19.0
7359,14.0
7360,21.0
7361,17.0
7362,16.0
7363,16.0
7364,15.0
7365,13.0
7366,11.0
7367,12.0
7368,19.0
7369,22.0
7370,24.0
7371,22.0
7372,24.0
7373,22.0
7374,15.0
7375,18.0
7376,24.0
7377,20.0
7378,19.0
7379,22.0
7380,28.0
7381,26.0
7382,27.0
7383,25.0
7384,23.0
7385,22.0
7386,25.0
7387,24.0
7388,21.0
7389,20.0
7390,20.0
7391,19.0
7392,20.0
7393,19.0
7394,19.0
7395,22.0
7396,22.0
7397,21.0
7398,22.0
7399,18.0
7400,23.0
7401,19.0
7402,20.0
7403,22.0
7404,27.0
7405,28.0
7406,30.0
7407,30.0
7408,27.0
7409,22.0
7410,19.0
7411,16.0
7412,18.0
7413,16.0
7414,17.0
7415,19.0
7416,20.0
7417,19.0
7418,20.0
7419,18.0
7420,19.0
7421,17.0
7422,20.0
7423,20.0
7424,20.0
7425,17.0
7426,19.0
7427,23.0
7428,24.0
7429,9.0
7430,7.0
7431,7.0
7432,14.0
7433,11.0
7434,11.0
7435,12.0
7436,11.0
7437,10.0
7438,11.0
7439,11.0
7440,13.0
7441,11.0
7442,12.0
7443,13.0
7444,16.0
7445,13.0
7446,14.0
7447,15.0
7448,17.0
7449,14.0
7450,15.0
7451,14.0
7452,13.0
7453,13.0
7454,11.0
7455,12.0
7456,12.0
7457,14.0
7458,15.0
7459,15.0
7460,11.0
7461,17.0
7462,19.0
7463,19.0
7464,21.0
7465,19.0
7466,24.0
7467,23.0
7468,22.0
7469,20.0
7470,16.0
7471,15.0
7472,14.0
7473,20.0
7474,18.0
7475,18.0
7476,19.0
7477,19.0
7478,18.0
7479,10.0
7480,10.0
7481,11.0
7482,11.0
7483,11.0
7484,11.0
7485,9.0
7486,7.0
7487,9.0
7488,8.0
7489,7.0
7490,8.0
7491,7.0
7492,6.0
7493,7.0
7494,6.0
7495,7.0
7496,13.0
7497,14.0
7498,13.0
7499,14.0
7500,14.0
7501,14.0
7502,17.0
7503,16.0
7504,15.0
7505,11.0
7506,8.0
7507,6.0
7508,7.0
7509,6.0
7510,7.0
7511,7.0
7512,9.0
7513,9.0
7514,11.0
7515,9.0
7516,9.0
7517,11.0
7518,13.0
7519,13.0
7520,16.0
7521,21.0
7522,28.0
7523,32.0
7524,23.0
7525,14.0
7526,20.0
7527,20.0
7528,24.0
7529,26.0
7530,21.0
7531,19.0
7532,20.0
7533,21.0
7534,21.0
7535,19.0
7536,22.0
7537,20.0
7538,23.0
7539,20.0
7540,21.0
7541,20.0
7542,20.0
7543,24.0
7544,30.0
7545,29.0
7546,37.0
7547,35.0
7548,40.0
7549,42.0
7550,41.0
7551,41.0
7552,44.0
7553,42.0
7554,37.0
7555,33.0
7556,36.0
7557,36.0
7558,33.0
7559,34.0
7560,36.0
7561,33.0
7562,35.0
7563,36.0
7564,31.0
7565,26.0
7566,26.0
7567,25.0
7568,27.0
7569,25.0
7570,30.0
7571,31.0
7572,32.0
7573,32.0
7574,33.0
7575,35.0
7576,36.0
7577,33.0
7578,34.0
7579,34.0
7580,37.0
7581,38.0
7582,37.0
7583,36.0
7584,33.0
7585,30.0
7586,28.0
7587,24.0
7588,26.0
7589,21.0
7590,21.0
7591,24.0
7592,28.0
7593,27.0
7594,26.0
7595,22.0
7596,22.0
7597,22.0
7598,20.0
7599,19.0
7600,19.0
7601,21.0
7602,21.0
7603,18.0
7604,19.0
7605,17.0
7606,16.0
7607,19.0
7608,17.0
7609,15.0
7610,16.0
7611,13.0
7612,13.0
7613,13.0
7614,12.0
7615,14.0
7616,17.0
7617,13.0
7618,16.0
7619,11.0
7620,11.0
7621,8.0
7622,8.0
7623,7.0
7624,7.0
7625,8.0
7626,10.0
7627,12.0
7628,12.0
7629,12.0
7630,14.0
7631,11.0
7632,10.0
7633,11.0
7634,10.0
7635,9.0
7636,9.0
7637,8.0
7638,7.0
7639,6.0
7640,4.0
7641,8.0
7642,6.0
7643,6.0
7644,9.0
7645,8.0
7646,11.0
7647,12.0
7648,15.0
7649,14.0
7650,11.0
7651,16.0
7652,15.0
7653,16.0
7654,15.0
7655,15.0
7656,15.0
7657,15.0
7658,14.0
7659,14.0
7660,15.0
7661,13.0
7662,16.0
7663,16.0
7664,16.0
7665,17.0
7666,19.0
7667,17.0
7668,18.0
7669,18.0
7670,18.0
7671,21.0
7672,21.0
7673,24.0
7674,26.0
7675,21.0
7676,20.0
7677,21.0
7678,20.0
7679,19.0
7680,15.0
7681,16.0
7682,14.0
7683,14.0
7684,15.0
7685,14.0
7686,16.0
7687,15.0
7688,16.0
7689,15.0
7690,13.0
7691,11.0
7692,38.92593020568523
7693,38.92593020568523
7694,38.92593020568523
7695,13.0
7696,12.0
7697,22.0
7698,19.0
7699,6.0
7700,5.0
7701,5.0
7702,7.0
7703,8.0
7704,10.0
7705,11.0
7706,11.0
7707,12.0
7708,14.0
7709,13.0
7710,13.0
7711,10.0
7712,10.0
7713,8.0
7714,9.0
7715,9.0
7716,8.0
7717,9.0
7718,7.0
7719,9.0
7720,10.0
7721,10.0
7722,10.0
7723,10.0
7724,9.0
7725,11.0
7726,13.0
7727,11.0
7728,10.0
7729,11.0
7730,12.0
7731,13.0
7732,16.0
7733,15.0
7734,17.0
7735,14.0
7736,16.0
7737,16.0
7738,14.0
7739,12.0
7740,11.0
7741,12.0
7742,13.0
7743,14.0
7744,13.0
7745,16.0
7746,16.0
7747,15.0
7748,12.0
7749,15.0
7750,15.0
7751,14.0
7752,13.0
7753,13.0
7754,15.0
7755,13.0
7756,13.0
7757,13.0
7758,12.0
7759,12.0
7760,14.0
7761,15.0
7762,18.0
7763,18.0
7764,21.0
7765,18.0
7766,18.0
7767,22.0
7768,20.0
7769,19.0
7770,21.0
7771,22.0
7772,21.0
7773,26.0
7774,17.0
7775,17.0
7776,18.0
7777,18.0
7778,20.0
7779,17.0
7780,17.0
7781,16.0
7782,17.0
7783,18.0
7784,16.0
7785,11.0
7786,9.0
7787,7.0
7788,3.0
7789,6.0
7790,10.0
7791,17.0
7792,16.0
7793,10.0
7794,12.0
7795,8.0
7796,7.0
7797,13.0
7798,12.0
7799,13.0
7800,11.0
7801,10.0
7802,9.0
7803,10.0
7804,11.0
7805,12.0
7806,18.0
7807,23.0
7808,31.0
7809,28.0
7810,22.0
7811,23.0
7812,26.0
7813,27.0
7814,27.0
7815,26.0
7816,31.0
7817,30.0
7818,31.0
7819,31.0
7820,34.0
7821,34.0
7822,36.0
7823,33.0
7824,36.0
7825,34.0
7826,36.0
7827,32.0
7828,32.0
7829,30.0
7830,30.0
7831,30.0
7832,29.0
7833,28.0
7834,29.0
7835,25.0
7836,26.0
7837,22.0
7838,22.0
7839,19.0
7840,14.0
7841,11.0
7842,12.0
7843,9.0
7844,6.0
7845,6.0
7846,10.0
7847,6.0
7848,12.0
7849,10.0
7850,13.0
7851,9.0
7852,9.0
7853,9.0
7854,7.0
7855,8.0
7856,8.0
7857,7.0
7858,14.0
7859,14.0
7860,16.0
7861,17.0
7862,24.0
7863,19.0
7864,20.0
7865,12.0
7866,12.0
7867,10.0
7868,11.0
7869,12.0
7870,19.0
7871,17.0
7872,17.0
7873,17.0
7874,18.0
7875,18.0
7876,20.0
7877,20.0
7878,23.0
7879,19.0
7880,17.0
7881,14.0
7882,17.0
7883,15.0
7884,13.0
7885,16.0
7886,14.0
7887,12.0
7888,12.0
7889,16.0
7890,14.0
7891,13.0
7892,12.0
7893,14.0
7894,15.0
7895,16.0
7896,18.0
7897,20.0
7898,21.0
7899,20.0
7900,21.0
7901,20.0
7902,24.0
7903,30.0
7904,34.0
7905,39.0
7906,39.0
7907,41.0
7908,46.0
7909,49.0
7910,55.0
7911,58.0
7912,66.0
7913,66.0
7914,69.0
7915,60.0
7916,60.0
7917,57.0
7918,58.0
7919,56.0
7920,58.0
7921,55.0
7922,52.0
7923,44.0
7924,35.0
7925,35.0
7926,29.0
7927,18.0
7928,21.0
7929,25.0
7930,16.0
7931,20.0
7932,29.0
7933,18.0
7934,18.0
7935,21.0
7936,24.0
7937,38.92593020568523
7938,27.0
7939,23.0
7940,24.0
7941,23.0
7942,22.0
7943,22.0
7944,26.0
7945,24.0
7946,26.0
7947,26.0
7948,26.0
7949,24.0
7950,32.0
7951,30.0
7952,34.0
7953,28.0
7954,32.0
7955,35.0
7956,32.0
7957,37.0
7958,44.0
7959,43.0
7960,39.0
7961,37.0
7962,37.0
7963,40.0
7964,32.0
7965,30.0
7966,28.0
7967,25.0
7968,26.0
7969,28.0
7970,30.0
7971,36.0
7972,37.0
7973,34.0
7974,24.0
7975,25.0
7976,31.0
7977,23.0
7978,29.0
7979,29.0
7980,28.0
7981,24.0
7982,24.0
7983,27.0
7984,29.0
7985,31.0
7986,33.0
7987,32.0
7988,33.0
7989,34.0
7990,48.0
7991,31.0
7992,26.0
7993,28.0
7994,29.0
7995,32.0
7996,33.0
7997,32.0
7998,30.0
7999,30.0
8000,31.0
8001,36.0
8002,38.0
8003,36.0
8004,32.0
8005,32.0
8006,36.0
8007,44.0
8008,43.0
8009,38.0
8010,44.0
8011,44.0
8012,46.0
8013,37.0
8014,40.0
8015,37.0
8016,40.0
8017,38.0
8018,38.0
8019,38.0
8020,40.0
8021,38.0
8022,38.0
8023,40.0
8024,40.0
8025,41.0
8026,37.0
8027,22.0
8028,21.0
8029,38.92593020568523
8030,38.92593020568523
8031,15.0
8032,13.0
8033,10.0
8034,8.0
8035,6.0
8036,8.0
8037,4.0
8038,5.0
8039,3.0
8040,3.0
8041,3.0
8042,3.0
8043,3.0
8044,3.0
8045,3.0
8046,3.0
8047,4.0
8048,3.0
8049,3.0
8050,3.0
8051,3.0
8052,3.0
8053,3.0
8054,5.0
8055,6.0
8056,5.0
8057,3.0
8058,4.0
8059,4.0
8060,5.0
8061,3.0
8062,7.0
8063,5.0
8064,3.0
8065,5.0
8066,6.0
8067,6.0
8068,7.0
8069,11.0
8070,9.0
8071,10.0
8072,10.0
8073,12.0
8074,10.0
8075,11.0
8076,38.92593020568523
8077,38.92593020568523
8078,38.92593020568523
8079,38.92593020568523
8080,38.92593020568523
8081,23.0
8082,25.0
8083,18.0
8084,19.0
8085,17.0
8086,14.0
8087,14.0
8088,15.0
8089,17.0
8090,17.0
8091,15.0
8092,15.0
8093,15.0
